Composer, Score, Distribution
Beethoven,Bagatelles Op 126 6 Eb major.mid,"[47.83333343999999, 13.041666700000007, 33.75000011999998, 91.37500007999995, 3.4166667000000075, 56.37500021999999, 2.25, 77.04166648999998, 58.583333470000014, 3.75, 92.29166677000003, 14.791666700000007]"
Beethoven,Beethoven Sonata 6 iii Op 10 no 2 F major.mid,"[175.625, 36.0, 94.125, 25.5, 75.375, 127.75, 14.75, 101.75, 28.25, 106.0, 72.25, 26.75]"
Beethoven,Beethoven Sonata 6 i Op 10 no 2 F major.mid,"[426.58333350699996, 59.41666640000008, 250.8333330000003, 58.499999800000126, 180.91666600000033, 346.99999940000043, 71.74999980000013, 290.1666667999999, 52.9166666, 258.24999863300087, 179.49999956700032, 93.91666629300013]"
Beethoven,Beethoven Sonata 6 ii Op 10 no 2 F minor.mid,"[306.37500009999997, 239.87499990000003, 12.875, 137.375, 146.5, 288.0, 86.0, 160.5, 301.375, 43.0, 198.75, 28.5]"
Beethoven,Beethoven Sonata 1 iii Op 2 no 1 F minor.mid,"[301.625, 113.125, 45.0, 99.0, 80.0, 210.125, 6.5, 156.625, 182.5, 78.0, 209.75, 47.0]"
Beethoven,Beethoven Sonata 3 ii Op 2 no 3 E major.mid,"[50.125, 75.16666670000001, 55.75, 71.75, 131.9583333, 12.75, 109.75, 66.33333340000001, 70.625, 121.625, 20.875, 207.41666639999994]"
Beethoven,Bagatelles Op 33 3 F major.mid,"[110.95833294599996, 4.4999998999999775, 85.62499987999999, 0, 37.33333329999999, 139.04166648299997, 14.5, 39.375, 0.5, 90.08333329999999, 31.5, 9.916666599999985]"
Beethoven,Beethoven Sonata 3 i Op 2 no 3 C major.mid,"[646.7499911700014, 156.20833399999992, 621.3749988300005, 88.50000059999996, 394.6249988600007, 328.2499944900007, 211.83333083000053, 853.541661260001, 119.58333300000004, 359.12499560000055, 82.00000040000009, 371.12499880000024]"
Beethoven,Beethoven Sonata 5 i Op 10 no 1 C minor.mid,"[503.1250001399999, 94.25, 258.87500006999994, 490.5000001399999, 74.625, 392.99999965000023, 81.25, 530.3750000699999, 270.50000006999994, 79.375, 358.5, 156.375]"
Beethoven,Beethoven Sonata 4 Op 7 i Eb major.mid,"[436.5416581700014, 124.7916650000002, 426.66665960000137, 779.7499898000017, 173.41666600000025, 664.4166554000021, 125.83333337, 528.6249886000015, 278.99999100000105, 248.74999743000075, 879.1666526000022, 115.95833300000004]"
Beethoven,Beethoven Sonata 1 iv F minor.mid,"[864.3333390999991, 333.00000066300004, 109.33333228999973, 551.4999984900003, 169.99999875999995, 447.33331453100396, 61.99999872000009, 562.8333474899964, 562.0000098219978, 52.166664000000736, 403.83333867399875, 108.83333173000125]"
Beethoven,Bagatelles Op 119 10 A major.mid,"[0, 4.0, 4.0, 1.0, 21.0, 0, 7.5, 0, 4.5, 21.0, 0, 16.0]"
Beethoven,Bagatelles Op 33 1 Eb major.mid,"[18.0, 3.5, 80.25, 241.0, 5.125, 106.25, 11.0, 99.75, 66.625, 15.5, 231.25, 2.0]"
Beethoven,Bagatelles Op 119 9 A minor.mid,"[81.0, 0, 56, 0, 40.0, 16, 0, 0, 20.0, 115.0, 20, 40.0]"
Beethoven,Bagatelles Op 126 5 G major.mid,"[89.0, 4.5, 90.5, 20.0, 88.5, 19.5, 47.5, 126.0, 3.0, 59.0, 2.5, 106.5]"
Beethoven,Beethoven Diabelli Variations Op 120 C major.mid,"[3169.708256999921, 670.6666578999998, 2194.791636599996, 760.8749999999964, 2282.3749588999726, 1951.5416345999788, 622.4999940000021, 3843.2499234999455, 857.9166495999857, 1339.416636199986, 1134.1666549999914, 1617.624980599985]"
Beethoven,Bagatelles Op 119 1 G minor.mid,"[62.25, 9.5, 123.25, 86.75, 0, 31.5, 28.25, 141.125, 60.5, 34.875, 94.75, 16.5]"
Beethoven,Bagatelles Op 119 2 C major.mid,"[37.08333330000002, 0.25, 19.249999990000006, 1.25, 33.66666665000001, 7.124999990000006, 4.708333310000018, 30.91666667, 3.125, 14.208333339999996, 0, 17.916666640000013]"
Beethoven,Bagatelles Op 126 1 G major.mid,"[72.5, 23.125, 132.5, 1.0, 59.83333348000002, 3.25, 67.875, 95.5, 1.3333334800000216, 107.70833325999999, 3.5, 72.66666651999998]"
Beethoven,Bagatelles Op 33 6 D major.mid,"[0.5, 45.95833329999999, 116.87500056000012, 1.0, 61.4166666, 3.5, 89.62499993, 71.95833333, 3.0, 71.58333323, 3.875, 47.45833314999999]"
Beethoven,Anglaise H61 D major.mid,"[0, 12.5, 43.0, 0, 10.75, 0, 5.0, 5.25, 5.75, 35.0, 0, 5.75]"
Beethoven,Beethoven Sonata 1 ii Op 2 no 1 F major.mid,"[115.16666656999999, 6.333333300000007, 46.49999989999999, 1.5833332999999925, 55.12499998999999, 114.04166662999998, 2.1666666999999933, 71.25000003000002, 2.875, 50.7083334, 55.16666670000002, 12.916666669999998]"
Beethoven,Bagatelles Op 119 4 A major.mid,"[0, 61.0, 27.5, 6.5, 94.5, 0, 19.0, 6.0, 26.0, 54.5, 0, 35.0]"
Beethoven,Beethoven Sonata 7 i Op 10 no 3 D major.mid,"[102.5, 412.83333339999996, 787.0833332000001, 84.9166664, 519.25, 149.25, 440.0833339999999, 388.25, 228.75, 832.5, 206.0, 431.58333300000004]"
Beethoven,Beethoven Sonata 4 ii Op 7 C major.mid,"[322.41666639999994, 57.95833329999999, 275.08333312999997, 68.75, 179.8333333, 200.08333340000001, 108.0, 437.8749995999999, 97.79166663, 169.74999979999996, 54.041666599999985, 128.7916667]"
Beethoven,Bagatelles Op 33 4 A major.mid,"[4.25, 42.875, 40.25, 8.25, 76.58333308600005, 4.999999980000013, 18.25, 1.75, 41.125, 125.04166663, 0.25, 56.25]"
Beethoven,Bagatelles Op 126 2 G minor.mid,"[121.16666720000012, 17.666666599999985, 118.58333319999997, 96.99999959999991, 11.0, 83.5, 32.5, 156.91666700000007, 46.5, 54.16666680000003, 107.50000040000009, 34.166666599999985]"
Beethoven,Bagatelles Op 126 3 Eb major.mid,"[25.374999990000006, 0.125, 19.5, 48.29166667999999, 0.75, 28.208333339999996, 0.875, 26.041666660000004, 34.75, 1.875, 55.291666660000004, 7.583333330000002]"
Beethoven,Andante favori WoO57 F major.mid,"[440.4166652599997, 119.12500000000001, 171.12499939999987, 59.20833319999997, 150.04166619999992, 487.1666655999998, 46.833333099999976, 206.8333324999998, 38.41666670000001, 258.58333229999977, 221.625, 49.12499979999997]"
Beethoven,Beethoven Sonata 1 i Op 2 no 1 F minor.mid,"[563.41666663, 284.2500003, 73.4999996700001, 293.6666670999998, 167.1666666000001, 449.9166658930001, 56.4166666000001, 287.91666695999993, 361.33333369999986, 26.25, 319.4166661000002, 70.5]"
Beethoven,Bagatelles Op 33 2 C major.mid,"[241.66666423999976, 36.5, 153.33333199999979, 3.33333319999997, 231.0833347599999, 140.5, 11.416666599999985, 262.5000024000001, 6.333333200000027, 167.74999797999985, 6.5, 135.33333245999995]"
Beethoven,Bagatelles Op 33 7 Ab major.mid,"[138.91666639999994, 109.58333229999977, 0, 126.1666657999998, 5.0, 55.12499949999989, 17.583332999999925, 37.95833329999999, 204.37499939999987, 0, 55.83333279999988, 5.75]"
Beethoven,Beethoven Sonata 4 iii Eb major.mid,"[465.708330400003, 140.83333599999605, 381.6666646000026, 956.5833312000013, 143.20833300000004, 614.9166640000003, 238.08333000000493, 617.5833300000004, 479.7916650000034, 100.16666220000025, 1167.7500103999887, 280.4999992000003]"
Beethoven,Bagatelle WoO59 Fur Elise A minor.mid,"[42.75, 3.625, 27.5, 16.25, 81.25, 17.875, 1.3333332999999925, 14.916666700000007, 11.25, 77.875, 11.5, 26.5]"
Beethoven,Beethoven Sonata 7 iii Op 10 no 3 D major.mid,"[29.500001000000225, 128.25, 311.91666509999965, 35.49999959999991, 237.0833333, 4.5, 209.62499929999984, 248.74999849999966, 30.75, 410.7500001, 20.25, 198.1666698000007]"
Beethoven,Beethoven Sonata 5 iii C minor.mid,"[326.0833324800002, 25.041666500000247, 157.2916667000003, 267.70833313, 49.333332800000164, 182.91666645999985, 62.45833330000005, 310.24999952, 231.12499960000025, 32.5, 200.49999999999977, 136.20833330000005]"
Beethoven,Bagatelles Op 119 7 C major.mid,"[53.41666667999999, 1.125, 35.91666667, 2.25, 19.125, 27.625, 3.375, 31.625, 3.75, 30.25, 13.041666669999998, 17.0]"
Beethoven,Choral Fantasy Op 80 in C minor.mid,"[2196.9583383999993, 113.95833200000015, 1040.8750053899994, 357.91666674, 1383.1250016199997, 820.3333374499994, 247.62499850000017, 1990.4583790599947, 255.50000078999994, 761.7500130999986, 152.74999966000004, 724.1666697699997]"
Beethoven,Beethoven Sonata 11 iv Op 22 Bb major.mid,"[132.91666659999999, 41.625, 118.08333322999998, 107.20833329999999, 30.166666700000007, 249.375, 27.625, 78.875, 41.75, 98.79166659999999, 204.45833340000001, 28.208333400000015]"
Beethoven,Beethoven Sonata 11 iii Op 22 Bb major.mid,"[79.66666659999999, 29.0, 198.5, 90.75, 16.5, 115.375, 44.5, 128.41666659999999, 19.75, 82.125, 188.125, 19.25]"
Beethoven,Hallelujah Chorus from Op 85 C major.mid,"[1153.5000000999946, 37.54166660000004, 678.9999997999997, 12.875, 775.2916665, 466.3749999, 60.9166666000001, 1239.1666655999975, 25.875, 403.12500034, 38.5, 365.95833298]"
Beethoven,Lied Op 52 ii Feuerfab G major.mid,"[22.125, 5.25, 43.0, 1.375, 12.5, 2.125, 18.0, 33.375, 0.25, 21.125, 1.5, 30.5]"
Beethoven,Beethoven Sonata 8 ii Op 13 Ab major.mid,"[172.29166649700005, 159.08333309999972, 37.041666599999985, 362.7916664969999, 36.291666799999916, 107.79166649999999, 11.791666599999985, 153.00000003999997, 293.91666679300016, 28.875, 220.6249994999999, 47.08333319999997]"
Beethoven,Grosse Fuge for Piano Op 134 Bb major.mid,"[849.8333307000012, 327.0416666999999, 619.3333313999997, 786.3749993999995, 246.12500020000004, 1062.041664200001, 361.7083325000003, 791.1666631999997, 510.6249975000009, 510.9166662999997, 970.2083282000003, 297.12499980000024]"
Beethoven,Beethoven Sonata 10 i Op 14 no 2 G major.mid,"[82.58333340000001, 64.5, 312.1666672000001, 28.12500003000001, 114.58333347000003, 31.541667100000097, 134.58333330000002, 169.41666680000003, 33.04166680000003, 241.12500003000002, 38.79166680000003, 124.70833325999999]"
Beethoven,Lied Op 48 iv Die Ehre Gottes aus der Natur C major.mid,"[173.5, 8, 87.125, 65.0, 110.75, 66.0, 10.0, 215.0, 12.0, 43, 48.0, 61.625]"
Beethoven,Beethoven Sonata 10 iii Op 14 no 2 G major.mid,"[122.7916666399999, 18.5, 142.41666660000007, 11.291666690000014, 68.62499976999996, 29.24999990000002, 56.791666780000014, 167.16666654999995, 9.75000003000001, 91.62499888999986, 9.416666599999985, 89.08333364999999]"
Beethoven,Beethoven Sonata 9 ii Op 14 no 1 E minor.mid,"[341.5, 26.0, 149.0, 121.75, 456.75, 118.0, 101.75, 347.75, 34.0, 146.0, 59.0, 351.75]"
Beethoven,Flute Sonata Anh 4 i Bb major.mid,"[483.4166663000001, 25.999999900000148, 433.1666666000001, 239.45833330000005, 137.8333333999999, 634.7083333, 51.0833333999999, 316.37499960000014, 20.08333300000004, 413.5000001000003, 459.8749993000001, 44.20833350000008]"
Beethoven,Horn Sonata Op 17 iii F major.mid,"[334.20833349999975, 38.375, 130.0833333999999, 16.25, 158.70833330000005, 341.29166669999995, 12.375, 205.4583333999999, 13.875, 243.0416665000002, 154.4583333, 38.125]"
Beethoven,Contradances for orchestra WoO14 2 Eb major.mid,"[29.875, 27.416666500000034, 19.25, 172.49999974999997, 3.75, 36.625, 4.5, 91.91666663, 49.75, 5.0, 127.74999983000002, 4.0]"
Beethoven,Beethoven Sonata 11 ii Op 22 Eb major.mid,"[61.25, 25.0, 89.70833329999999, 235.04166649999996, 16.5, 114.375, 30.333333299999993, 150.87500003000002, 100.95833329999999, 33.375, 257.5833333, 34.125]"
Beethoven,Beethoven Sonata 8 iii Op 13 C minor.mid,"[179.16666628399975, 37.54166670000002, 115.33333249, 153.79166563999985, 21.124999799999955, 127.16666606599989, 21.333333470000028, 215.7916662649999, 112.45833289999993, 21.458333269999983, 102.66666648000002, 69.66666652599997]"
Beethoven,Egmont Overture Op 84 F minor.mid,"[1671.7500006699997, 707.5416665, 187.66666600000008, 629.0416666, 398.41666699999996, 1431.9166666, 207.125, 792.3333332699999, 783.2083332, 475.20833300000004, 755.5833332, 97.625]"
Beethoven,Horn Sonata Op 17 i F major.mid,"[724.7916667, 34.625, 168.0416667999998, 105.0, 391.9166666000001, 476.54166663, 63.083333200000084, 479.9166668299999, 74.375, 329.1666667999999, 222.91666659999999, 160.20833320000014]"
Beethoven,Cadenza WoO58 to Mozart D minor Concerto iii.mid,"[31.874999960000004, 47.583333400000015, 37.958333510000145, 7.333333400000015, 64.66666663, 49.74999973000004, 11.458333300000007, 59.74999978999995, 7.4583332999999925, 69.08333383999988, 45.58333313999996, 9.75]"
Beethoven,Equali 1 for 4 trombones D minor.mid,"[43.625, 27.625, 145.91666671000002, 8.0, 60.66666667, 66.37500004, 20.75, 98.29166667, 2.0, 112.75, 49.625, 13.375]"
Beethoven,Horn Sonata Op 17 ii F minor.mid,"[26.5, 1.375, 12.833333329999999, 12.5, 10.5, 18.83333333, 2.25, 13.125, 11.625, 1.5, 9.416666659999997, 8.375]"
Beethoven,Eguali 2 for 4 trombones Bb major.mid,"[38, 18, 30, 44, 0, 60, 15, 36, 17, 28, 46, 2]"
Beethoven,King Steven Overture Op 117 Eb major.mid,"[446.4583327, 17.375, 650.5833308800009, 1030.0416591700007, 42.33333329999999, 862.3749982200006, 54.166666629999995, 1007.833324110004, 385.8749986700007, 133.9999997999999, 1418.7499973799993, 13.749999900000148]"
Beethoven,Consecration of the House Op 124 C major.mid,"[1442.7916647719994, 39.5, 749.1249989989999, 84.5416666000001, 1033.5833310560001, 609.2499995999999, 179.2916664000004, 1534.7083354249994, 97.125, 462.5416664600002, 66.25, 574.7499987890006]"
Beethoven,Leonore Overture #3 Op 72b C major.mid,"[758.1666648700009, 333.37499978999995, 606.2083298999992, 303.49999979, 1018.7083326999996, 498.37499923999974, 382.9583333999999, 1222.9999999699999, 260.20833336, 430.8749999, 340.12499993, 1016.9999999000001]"
Beethoven,Piano Concerto #5 Op 73 i Eb major.mid,"[1121.1249998000003, 273.9583288000008, 994.6249970000003, 2177.166666697, 173.7916622000007, 1381.2499986, 518.6666650000006, 1418.4166658999998, 1208.791659600001, 438.49999960000014, 2242.1249978000033, 451.54166500000065]"
Beethoven,Piano Sonata Four Hands Op 6 ii D major.mid,"[54.99999986999988, 105.41666628999998, 294.7083318899999, 9.75, 131.66666653999988, 36.08333365999994, 146.20833287999994, 142.45833286999988, 40.08333360000006, 317.41666591999996, 42.16666687999995, 89.33333319999997]"
Beethoven,Piano Concerto #1 Op 15 iii C major.mid,"[863.5833373999994, 75.625, 753.7499980000002, 118.9166666000001, 656.1250000999999, 448.24999960000014, 150.49999990000015, 1154.7499983000002, 110.4166666000001, 402.75000399999954, 138.6666666000001, 466.7499959000006]"
Beethoven,Piano Concerto #4 Op 58 ii E minor.mid,"[75.16666673000002, 14.25, 55.583333400000015, 26.208333299999993, 94.16666680000003, 22.166666730000017, 48.49999989999999, 52.541666800000016, 16.5, 99.37499983999996, 4.25, 120.16666659999999]"
Beethoven,Lied WoO123 Ich liebe dich G major.mid,"[31.5, 9.5, 63.25, 3.5, 17.25, 4.5, 23.25, 49.5, 0, 47.5, 0, 38.0]"
Beethoven,Rondo WoO49 A major.mid,"[14.541666629999995, 42.708333319999994, 54.79166624000001, 4.833333330000002, 99.291666443, 9.958333360000012, 25.583333330000002, 17.16666655999998, 26.45833322300001, 108.91666663000002, 1.5833332999999925, 30.208333229999976]"
Beethoven,Polonaise Op 89 C major.mid,"[251.2916650599998, 45.87499969999993, 153.58333189999968, 69.99999989999998, 271.6249984699998, 145.0416654299999, 46.958333199999856, 343.49999878999984, 46.708333299999936, 112.33333275999995, 24.291666599999985, 100.95833239999973]"
Beethoven,Preludes Op 39 1 C major.mid,"[166.0, 117.375, 140.75, 123.125, 103.625, 144.625, 117.375, 205.2083333, 113.0, 103.125, 108.0, 102.625]"
Beethoven,Rondo Op 51 2 G major.mid,"[109.20833312999997, 57.45833336999999, 251.58333322999994, 47.25000010000001, 115.74999993000002, 7.749999999999986, 125.37499993000003, 169.16666626999995, 57.0833334, 152.62499973, 10.500000099999994, 169.41666642999996]"
Beethoven,Rondo Op 51 1 C major.mid,"[189.50000020000004, 36.3750002000001, 118.58333329999999, 65.58333329999999, 106.33333350000004, 94.6666661999999, 36.83333329999999, 247.12499969999993, 47.875, 66.66666670000001, 39.500000200000045, 84.91666649999996]"
Beethoven,Mass in C Op 86 ii Gloria C major.mid,"[1663.41666663, 148.0, 952.1250009999999, 224.75, 1031.5, 952.41666667, 163.25, 1611.0000003, 215.375, 776.5833337099999, 429.70833330000005, 483.375]"
Beethoven,Rondo a capriccio Op 129 G major.mid,"[229.54166669999995, 77.4166666000001, 340.95833320000014, 139.375, 192.4166666000001, 81.9166666000001, 170.125, 441.2916665000002, 116.70833330000005, 199.08333319, 145.1249999000001, 370.49999990000015]"
Beethoven,Preludes Op 39 2 C major.mid,"[127.5, 89.0, 81.25, 61.25, 86.75, 92.25, 58.5, 96.5, 64.25, 88.5, 65.0, 67.75]"
Beethoven,Mass in C Op 86 i Kyrie C major.mid,"[221.625, 56.875, 104.625, 48.16666670000001, 278.875, 106.375, 81.25, 229.875, 57.75, 160.875, 18.875, 205.375]"
Beethoven,Lied Op 52 iii Das Liedchen von der Ruhe F major.mid,"[60.25, 1.5, 34.875, 0, 20.0, 40.75, 4.0, 30.875, 0, 37.5, 31.5, 4.125]"
Beethoven,Missa Solemnis Op 123 iii Credo Bb major.mid,"[1106.4583336, 381.125, 1218.2083336, 944.0833336, 403.7916666000001, 1718.25, 264.375, 1244.125, 413.875, 770.75, 1591.166667, 254.375]"
Beethoven,Lied Op 52 v Mollys Abschied G major.mid,"[18.75, 1.625, 26.0, 0.125, 8.125, 0, 4.75, 18.625, 0.625, 16.625, 0.125, 20.875]"
Beethoven,Mass in C Op 86 iii Credo C major.mid,"[1490.7083338999996, 81.62500009999991, 796.4583338999992, 243.87500020000004, 802.1666669999995, 623.9583337999995, 205.54166650000025, 1349.833334099999, 212.79166680000003, 552.9583337999993, 383.5833335000001, 493.7083333999999]"
Beethoven,Piano Concerto #3 Op 37 ii E major.mid,"[27.208333349999986, 62.000000119999996, 22.583333419999978, 66.41666662, 150.66666653000001, 7.49999996999999, 94.29166682999997, 18.291666630000005, 90.83333357999996, 78.99999999999999, 18.874999980000013, 133.99999985000002]"
Beethoven,Piano Concerto #5 Op 73 iii Eb major.mid,"[517.4166658000003, 109.33333329999999, 454.1250014999997, 1241.0833321, 225.875, 725.4166664000002, 35.375, 800.8750001, 675.3333330000003, 145.875, 1461.2500010999997, 235.25]"
Beethoven,Piano Concerto #4 Op 58 iii G major.mid,"[43.25, 0, 15.75, 0, 30.625, 0.75, 6.75, 23.25, 0, 7.125, 0, 4.25]"
Beethoven,Sonata 23 i Op 57 F minor.mid,"[721.4166662000002, 419.12499660000054, 64.83333329999999, 304.1249995000005, 384.1249985000002, 543.3333331, 207.58333330000005, 389.74999710000066, 556.9999995000003, 179.58333310000035, 329.9999976000004, 180.49999989999998]"
Beethoven,String Quartet #1 Op 18 1 i F major.mid,"[711.5833320000002, 182.45833300000004, 331.41666660000004, 182.875, 341.95833300000004, 522.2916666000001, 105.375, 540.5833328000001, 155.04166660000004, 289.75, 324.99999963000005, 180.75]"
Beethoven,Six Ecossaises WoO83 Eb major.mid,"[92.625, 0, 118.625, 277.125, 0, 123.375, 1.0, 242.5, 108.625, 1.75, 338.875, 0]"
Beethoven,Sonatina Anh 5 2 ii F major.mid,"[91.5, 27.6666666, 103.4166666, 2.5, 59.25, 116.16666659999999, 2.5, 75.41666659999999, 3.5, 94.16666659999999, 54.916666599999985, 10.0]"
Beethoven,Sonata 20 ii Op 49 no 2 G major.mid,"[88.41666667, 19.041666450000037, 197.20833318000007, 4.875, 56.916666400000054, 5.125, 77.33333322000006, 153.79166659000003, 3.166666669999998, 59.124999600000024, 0.3333333000000067, 83.66666649]"
